id,Info_categorias,Autores,Simbolos,Descriptores,Gesto Lista,Categoria 1,Categoria 2,Categoria 3,Categoria 4,Categoria 5,Ciudad Origen,Ciudad Actual,Pais Origen,Pais Actual,Ubicacion,Relato_visual_lista,Fuente Imagen,Tecnica,Donante,Escenario,Cartela Filacteria,Fuente Iconografica,Biografia,Tipo Historia,Categoria 6
64,Anacoretas y ermitaños,Antonio de Espinosa,,,"Besar dedo: fe, lealtad, reverencia",Historia de los indígenas,Historia de los indígenas,Historia de los indígenas,Historia de los indígenas,Historia de los indígenas,Chiautempan,Chiautempan,,,Convento dominico San Juan Bautista (Coixtlahuaca),,Web,,,,,,,,Historia de los indígenas
65,Retrato cofundadores y provinciales,Antonio de Heredia,,Iglesia,"Ofrecer mano para beso: muestra de orgullo, desdén",Historia universal,Historia universal,Historia universal,Historia universal,Historia universal,Tlalmanalco,Tlalmanalco,,,Capilla Santo Cristo del Humiladero (Patzcuaro),,Sin datos,,,,,,,,Historia universal
66,"Gregorio, Misa de san ",Antonio Montúfar,Cetro ,Armadillo,"Mano bolsillo: robo, trampa",Historia eclesiástica,Historia eclesiástica,Historia eclesiástica,Historia eclesiástica,Historia eclesiástica,Oaxaca,Oaxaca,,,Convento franciscano san Bernardino de Siena (Taxco),,Birrete de santa teresa articulo rubial,,,,,,,,Historia eclesiástica
67,Hércules y el centauro Neso,Antonio de Santander,Charitas ,,"Mano extendida frente: bendecir, absolución, perdón",Cristo de Chalma,Cristo de Chalma,Cristo de Chalma,Cristo de Chalma,Cristo de Chalma,Querétaro,Querétaro,,,Iglesia conventual san Francisco de Asís (Guadalajara),,Fotografía Mario Hernández,,,,,,,,Cristo de Chalma
68,Anastasio,Antonio de Torres,Chelo ,,"Dedo en boca: meditación, arrepentido, envidia",Retrato de familias,Retrato de familias,Retrato de familias,Retrato de familias,Retrato de familias,Caracas,Caracas,,,Iglesia Sagrado Corazón de Jesús (Puebla),,"CUADRIELLO, Jaime. Catálogo comentado del acervo del Museo Nacional de Arte, tomo I. México: Conaculta, 2000.",,,,,,,,Retrato de familias
69,Inmaculada alada,Antonio Enríquez,,,"Llorar: tristeza, sentimiento",Retrato masculino,Retrato masculino,Retrato masculino,Retrato masculino,Retrato masculino,Sabará,Sabará,,,Museo de Arte Sacro de Guadalajara (Guadalajara),,http://www.museocolonial.gov.co/colecciones/piezas-del-mes/Paginas/Piezas%20del%20mes%202020.aspx,,,,,,,,Retrato masculino
70,"Andrés, Apóstol",Antonio Ergueta,Cilicios,,Pulgar arriba: aprobación,Cristo de Malta,Cristo de Malta,Cristo de Malta,Cristo de Malta,Cristo de Malta,Zacatecas,Zacatecas,,,Iglesia y convento agustino san Juan de Sahagún (Salamanca),,"Colegio de Michoacán, Pintura Virreinal en Michoacán, volumen I, 2011",,,,,,,,Cristo de Malta
71,"Ángela de Bohemia, santa",Antonio Estrada,,Astrología / zodiaco ,"Pulgares arriba: ensalzar, algo muy importante",Retrato femenino,Retrato femenino,Retrato femenino,Retrato femenino,Retrato femenino,Atlixco,Atlixco,,,Iglesia y exconvento san Jerónimo  (CdMx),,"Luis Mebold K. S.D.B. Catálogo de pintura colonial en Chile. Obras en monasterios de religiosas de Antigua fundación. Santiago: ediciones Universidad católica de Chile, 1987.",,,,,,,,Retrato femenino
72,"Ángela de Foligno, Beata",Encinas,Ciprés,Jesuitas ,"Señalar con pulgar: movimiento de mente, argumentos",Retrato de niños,Retrato de niños,Retrato de niños,Retrato de niños,Retrato de niños,Guadalajara,Guadalajara,,,Iglesia Nuestra Señora de las Aguas (Bogotá),,"RISHEL, Joseph J. y Suzanne Stratton-Pruitt. Revelaciones. Las artes en América Latina, I492-I820. México: Fondo de Cultura Económica, 2007.",,,,,,,,Retrato de niños
73,Alegoría de la Vida de Josefa de Castillo,Antonio José Landaeta,,,"Señalar con dedo: mando, orden, traicionar",Señor de santa Teresa o Ixmiquilpan,Señor de santa Teresa o Ixmiquilpan,Señor de santa Teresa o Ixmiquilpan,Señor de santa Teresa o Ixmiquilpan,Señor de santa Teresa o Ixmiquilpan,Huejotzingo,Huejotzingo,,,Iglesia Nuestra Señora de Belén (Bogotá),,Pinturas Colombia,,,,,,,,Señor de santa Teresa o Ixmiquilpan
74,Coro de Ángeles,Antonio Martins da Silveira,Ciudad ,Juguetes,Indice arriba: amenaza,Biombos,Biombos,Biombos,Biombos,Biombos,Guanajuato,Guanajuato,,,Iglesia Nuestra Señora de la Soledad (Puebla),,Mediateca del Inah https://mediateca.inah.gob.mx/,,,,,,,,Biombos
75,"Rita de Casia, santa",Alonso Vásquez,,,"Besar indice: reverencia, honor",Barcos,Barcos,Barcos,Barcos,Barcos,Tepetlaoxtoc de Hidalgo,Tepetlaoxtoc de Hidalgo,,,"Worcester Art Museum (Worcester, MA)",,Catálogo exposición Cicatrices de la fe.,,,,,,,,Barcos
76,Ángeles de la Pasión,Antonio Molleno,Clavel,,"Dedo a la boca: silencio, ignorancia",Cacería y animales,Cacería y animales,Cacería y animales,Cacería y animales,Cacería y animales,Aguascalientes,Aguascalientes,,,Iglesia san Sebastián (Zinacatepec),,Christie's colection Web,,,,,,,,Cacería y animales
77,Ángeles militares,Antonio Palacios,Clavos,,"Indice agachado: contrario, silencio",Castas,Castas,Castas,Castas,Castas,Celaya,Celaya,,,Catedral san Clemente (Tenancingo),,"Equipo Libros de la corte. Introducción Monográfico Nº 5 de Libros de la Corte: Tejiendo redes–Acortando distancias. Arte entre España e Hispanoamérica. Libros de la Corte. es, 2017.",,,,,,,,Castas
78,"Ángelo mártir, san",Antonio Pérez de Aguilar,,Lactación,"Indice a la cara: mover, llamar a sí",Clásicos y mitológicos,Clásicos y mitológicos,Clásicos y mitológicos,Clásicos y mitológicos,Clásicos y mitológicos,Tehuacán,Tehuacán,,,Iglesia san Antonio Abad (Chinchaypuqyu),,Morton subastas,,,,,,,,Clásicos y mitológicos
79,Ángeles músicos,Antonio Pinto,,,"Indice inclinado: veto, retractarse",Escenas cotidiana,Escenas cotidiana,Escenas cotidiana,Escenas cotidiana,Escenas cotidiana,El Carmen (Jujuy),El Carmen (Jujuy),,,Capilla de la Tercera Orden Franciscana (Izucar de Matamoros),,"Débora Holtz. De todo corazón. México: Trilce ediciones, 2009",,,,,,,,Escenas cotidiana
80,"Antonio Abad, san",Antonio Ramírez Montufar,Collar,Mar,Tocar algo: curiosidad por tacto,Escudos,Escudos,Escudos,Escudos,Escudos,Titiribí,Titiribí,,,Iglesia san Andrés (Atenco),,"Jaime EguigurenArt & Antiques, web",,,,,,,,Escudos
81,Anunciación y purificación santa Ana,Palome,Columna ,,"Rascarse con dedos: imprudencia, afememinado",Naturaleza muerta,Naturaleza muerta,Naturaleza muerta,Naturaleza muerta,Naturaleza muerta,Yauri,Yauri,,,"Museo Universidad Popular Autónoma del Estado de Puebla (UPAEP, Puebla)",,Alcalá Subastas Web,,,,,,,,Naturaleza muerta
82,"Jesús, Nacimiento (Natividad)",Antonio Rodríguez,,Matrimonio,"Medio estirado, lado encogidos (pistola): desprecio, burla",Paisaje,Paisaje,Paisaje,Paisaje,Paisaje,Monterrey,Monterrey,,,Igreja Nossa senhora del Rosario (Diamantina),,Abalarte subastas Web,,,,,,,,Paisaje
83,"Roque, san",Antonio Salas,Concha,Medallas e insignias,"Chasquido: desprecio, insulto",Vistas urbanas,Vistas urbanas,Vistas urbanas,Vistas urbanas,Vistas urbanas,Worcester,Worcester,,,Museo Nacional del Virreinato (Tepotzotlán),,La Suite subastas Web,,,,,,,,Vistas urbanas
84,Apariciones posteriores de Cristo Resucitado,Antonio Sánchez,,Mesa,"Empujar algo dedos: castigo, ironía, burla, vanidad",Antigua,Antigua,Antigua,Antigua,Antigua,Zinacatepec (Puebla),Zinacatepec (Puebla),,,Iglesia y pinacoteca san Felipe Neri La Profesa (CdMx),,Winterthur Museum Web,,,,,,,,Antigua
85,"Rosa de Lima, santa Desposorios místicos",Juan de Miranda,Copón y ostia,Milagro,Llamar con meñique: provocar despectivamente,Almudena,Almudena,Almudena,Almudena,Almudena,Tenancingo,Tenancingo,,,Iglesia santo Domingo (Mixcoac-CdMx),,Fundación Luis Muñoz https://luismunozmarin.org/,,,,,,,,Almudena
86,Apóstoles,Antonio Sinchi Roca,Corazón ,Mitología ,"Pulgar agarrado entre mano: avaricia, tacañería",Virgen de los Apóstoles,Virgen de los Apóstoles,Virgen de los Apóstoles,Virgen de los Apóstoles,Virgen de los Apóstoles,Cholula,Cholula,,,Iglesia conventual dominico Santa Catalina de Siena (Puebla),,https://autogiro.cronicaurbana.com/es/pagan-149-mil-dolares-por-un-campeche/,,,,,,,,Virgen de los Apóstoles
87,Árbol genealógico,Antonio Valdez y Ugarde (Oyardo),Corazón flameante,Monarquía,"Golpe nudillos: colera leve, no rencor",Aránzazu,Aránzazu,Aránzazu,Aránzazu,Aránzazu,Tepotzotlán,Tepotzotlán,,,Iglesia san José (Puebla),,Museo de Arte de Puertro Rico. https://www.mapr.org/,,,,,,,,Aránzazu
88,"Vicente Ferrer, san",Antonio Vilca,Cordero,Atril,"Hacer garra con dedos: Impotencia, indignación",Belén,Belén,Belén,Belén,Belén,Morelia,Morelia,,,Iglesia conventual de Santo Domingo (Puebla),,https://www.puertoricoartnews.com/2018/10/15-pinturas-de-jose-campeche-y-jordan.html,,,,,,,,Belén
89,Arcángeles apócrifos,Antonio y Nicolás Cortés,Cordón ,Mortificación,"Orejas de burro (meñique indice): desdén, reprobar error",Candelaria,Candelaria,Candelaria,Candelaria,Candelaria,León,León,,,Iglesia santa Prisca (Taxco),,Twitter,,,,,,,,Candelaria
90,Arcángeles de Palermo,Archibald Robertson,,Muerte / sepulcro,"Meñique señalando entre dedos: vulgar, respuesta provocación",Caridad,Caridad,Caridad,Caridad,Caridad,Tlaxcala,Tlaxcala,,,Iglesia Nuestra Señora del Refugio (Tepotzotlán),,"Instituto Nacional de Cultura. Inventario del patrimonio artístico mueble. Arequipa II. Lima: Dirección de Inventario, Registro y Catalogación, 1992.",,,,,,,,Caridad
91,Ariel Arcángel,Manuel López,Cornucopia,,Dar limosna con dedos: tacaño,Carmen,Carmen,Carmen,Carmen,Carmen,Campeche,Campeche,,,"Colección Daniel Liebsohn (CdMx, México)",,"Museo Nacional de Arte del Banco Central del Ecuador. Catalogo  de la sala de arte colonial. Banco Central: Quito, 2001.",,,,,,,,Carmen
92,Retrato vidas ejemplares,Arthur Devis,Corona,Nacimiento,Contar con dedos: enumerar,Cayma,Cayma,Cayma,Cayma,Cayma,Cuernavaca,Cuernavaca,,,Museo Amparo (Puebla),,"CHACÓN, Cesar y Gretel Bardalez. La Catedral de Cusco y la iglesia de la Compañía de Jesús. Cusco: Piki, 2011.",,,,,,,,Cayma
93,"Gabriel Arcángel, san",Ary Scheffer,Corona de espinas,,Mano semi abierta que cae turnos: humilde para hablar,Cerro,Cerro,Cerro,Cerro,Cerro,Ozumba,Ozumba,,,Museo Regional de Querétaro (Querétaro),,"Colección arte virreinal peruano. Dos imágenes un tema; La virgen y el Rosario, la Sagrada Familia. Aeropuerto Jorge Chavez, 2006.",,,,,,,,Cerro
94,"Miguel Arcángel, san",Asahel Powers,Corona de flores,,Mano extendida adelante: súplica prepara oratoria,Chiquinquirá,Chiquinquirá,Chiquinquirá,Chiquinquirá,Chiquinquirá,Etzatlán,Etzatlán,,,Museo Regional de Puebla (Puebla),,"MANRIQUE, Jorge Alberto. La colección pictórica del Banco Nacional de México. México: Fomento Cultural Banamex, 1992.",,,,,,,,Chiquinquirá
95,"Seactiel, Arcángel (Sealtiel)",Bartolomé Esteban Murillo,,Oración,"C03 Mano oyentes estirada, voluntad, afectos",Cocharcas,Cocharcas,Cocharcas,Cocharcas,Cocharcas,Texmelucan,Texmelucan,,,Iglesia conventual dominico Santa Rosa de Lima (Puebla),,Museo del Virreinato san Luis potosi. https://www.museodelvirreinato.org/museo-digital/,,,,,,,,Cocharcas
96,Rafael Arcángel ,Ascencio Palacios,Corte celestial,Orden militar,Estirar la mano: fuerza al discurso,Copacabana,Copacabana,Copacabana,Copacabana,Copacabana,Tochtepec,Tochtepec,,,Catedral Virgen de la Luz - Museo (León),,Fotografía Alejandro Romero,,,,,,,,Copacabana
97,Autoretrato, Ávila,Cortinas ,,"Mano extendida: denunciar, reprender",Cueva,Cueva,Cueva,Cueva,Cueva,Ocotlán de Morelos,Ocotlán de Morelos,,,Santuario y museo Nuestra Señora del Pueblito (Queretaro),,"La Colección BBVA en América Latina. Madrid: BBVA, 2006.",,,,,,,,Cueva
98,"Barcos, pintura de",B. san Pedro,,,Brazos levantados arriba: alegria,Desamparados,Desamparados,Desamparados,Desamparados,Desamparados,Tlapa,Tlapa,,,Iglesia Nuestra Señora de la Asunción (Lagos de Moreno),,"Museo de Arte Hispanoamericano “Isaac Fernández Blanco”. Colores de los andes. Hacer, saber y poder. Buenos Aires: Museo de Arte Hispanoamericano “Isaac Fernández Blanco”, 2003.",,,,,,,,Desamparados
99,Beat@s,Francisco Antolínez Ochoa,Cráneo,Órdenes religiosas,"Mano abierta, girada: proferir razones",Dolorosa,Dolorosa,Dolorosa,Dolorosa,Dolorosa,Capulhuac,Capulhuac,,,Catedral Asunción de la Virgen María (CdMx),,"FANE, Diane. Converging Cultures: art and indentity in Spanish America. New York: Harry Abrams, 1996.",,,,,,,,Dolorosa
100,"Benito de Palermo, san",Jose Vivar y Balderrama,,Paisaje,"Mano hueca levantada: anima, exhorta",Encarnación,Encarnación,Encarnación,Encarnación,Encarnación,Acatzingo,Acatzingo,,,Museo Nacional de Arte (La Paz),,"ESTENSSORO, Juan Carlos et al. Los cuadros de mestizaje del virrey Amat. La representación etnográfica en el Perú colonial. Lima: Museo de Arte de Lima, 2000.",,,,,,,,Encarnación
101,"Bernabé, san",Baltasar de Echave y Rioja,,Papa,Palma levantada: admira,Virgen de la pobreza,Virgen de la pobreza,Virgen de la pobreza,Virgen de la pobreza,Virgen de la pobreza,Huaquechula,Huaquechula,,,Iglesia Nuestra Señora de la Asunción Nonoalca (CdMx),,"Tashima Thomas. Rendering of a mulata: the discovery and rethinking of images of mulatas in colonial latin american art. Thesis, san Diego State University, 2012",,,,,,,,Virgen de la pobreza
102,"Bernardo, san","Baltasar de Figueroa ""EL Viejo""",Cruz / crucifijo ,Patrocinio,"Mano arriba dedos juntos: pasaje emocional, indignación",Gozos,Gozos,Gozos,Gozos,Gozos,El Cocuy,El Cocuy,,,Santuario Nuestra señora de Loreto (Españita),,"LIBBY, Gary Russell.  Cuba: a history in art. Daytona Beach, Fla: Museum of Arts and Sciences, 1997.",,,,,,,,Gozos
103,Calvario,Baltasar Echave Ibía,,,Mano abierta señala # 4: números,Guadalupe,Guadalupe,Guadalupe,Guadalupe,Guadalupe,Chihuahua,Chihuahua,,,Iglesia Dulce Nombre de Jesús (Campeche),,"MALO, Claudio. Cuenca, Ecuador. Quito: Libri Mundi, Enrique Grosse-Luemern, 1991.",,,,,,,,Guadalupe
104,Biombos alegóricos y simbólicos,Baltasar Echave Orio,,Política,Mano arriba a la manera pregunta: inquietar,Guápulo,Guápulo,Guápulo,Guápulo,Guápulo,Veracruz,Veracruz,,,Iglesia san Andrés (Chalchicomula - Serdán),,"Documentos de Arte Argentino. Cuaderno XXIII. Los Templos de San Francisco y Santo Domingo. Buenos Aires: Publicaciones de la Academia Nacional de Bellas Artes, 1947.",,,,,,,,Guápulo
105,Descendimiento,Baltasar Vargas de Figueroa,,Postrimerías,Mano contrae y despliega: urgir algo,Guía,Guía,Guía,Guía,Guía,Axapusco,Axapusco,,,Museo Nacional de las Intervenciones - convento franciscano San Diego Churubusco (CdMx),,"PAZ, Octavio. México: esplendores de treinta siglos. New York: Metropolitan Museum of art – Amigos de las Artes de Mexico, 1991.",,,,,,,,Guía
106,"Burlas, Cristo de ",Bartolomé Alonso de Cazales,,,Girar mano: señala destreza fácil,Inmaculada,Inmaculada,Inmaculada,Inmaculada,Inmaculada,Acolman,Acolman,,,Museo Nacional de San Carlos (CdMx),,,,,,,,,,Inmaculada
107,Oración en el huerto,Bartolomé Pérez,,Procesión,,Virgen de la leche,Virgen de la leche,Virgen de la leche,Virgen de la leche,Virgen de la leche,San Luis Potosí,San Luis Potosí,,,Iglesia santa Maria Nativitas (Nativitas),,,,,,,,,,Virgen de la leche
108,Ecce Homo,Bartolomé Román,,Purgatorio,Mano extendida pecho: aseverar,Loreto,Loreto,Loreto,Loreto,Loreto,Aculco,Aculco,,,"Museo Regional Cuauhnáhuac (Palacio de Cortés, Cuernavaca)",,,,,,,,,,Loreto
109,"Visitación, La",Basilio de Salazar,Cueva ,,"Mano delante llamando: invitar, traer, advertir",Luz,Luz,Luz,Luz,Luz,San Miguel Allende,San Miguel Allende,,,Museo Regional de Chiapas (Tuxtla Gutiérrez),,,,,,,,,,Luz
110,Biombos cotidianos y urbanos,Basilio de Santa Cruz Pumacallao,,,"Mano levanta y brazo: confianza autoridad, pacífica",Merced,Merced,Merced,Merced,Merced,Valladolid (Yucatán),Valladolid (Yucatán),,,Santuario de Nuestra Señora de Guadalupe (Zacatecas),,,,,,,,,,Merced
111,Biombos históricos y mitológicos,Basilio Pacheco,Custodia,,Mano adelante detiene cabeza atrás: rechazo,Misericordia,Misericordia,Misericordia,Misericordia,Misericordia,Lerma,Lerma,,,Basílica santa Rosa de Lima (Buenos Aires),,,,,,,,,,Misericordia
112,"Blas, San", Domínguez,Dados,,"Estrechar mano ceño fruncido: aborrecer, rechazo",Monserrat,Monserrat,Monserrat,Monserrat,Monserrat,Tecamachalco,Tecamachalco,,,Santuario Nuestra Señora de la Defensa (Tlaxcala),,,,,,,,,,Monserrat
113,Cupido,Bass Otis,Demonio ,Riqueza,Mano en movimiento adelante: resiliente,Nieves,Nieves,Nieves,Nieves,Nieves,San Andrés Cholula,San Andrés Cholula,,,Iglesia santa Maria de la Natividad (Atlixco),,,,,,,,,,Nieves
114,Encuentro de Joaquín y Ana en la Puerta Dorada,José Antonio de Porras,,,Mano en movimiento o percusión: acentuación,Obediencia,Obediencia,Obediencia,Obediencia,Obediencia,Santuario,Santuario,,,Catedral san José (Tula),,Flickr,,,,,,,,Obediencia
115,"Buscando posada, José y Maria", Berruzco,,,Autoseñalarse mano adelante: hablar de si,Ocotlán,Ocotlán,Ocotlán,Ocotlán,Ocotlán,Asunción,Asunción,,,Convento franciscano de Santa María Magdalena (Texmelucan),,flickr.com/photos/robertourrea7,,,,,,,,Ocotlán
116,"Cacería y animales, pintura de", Benavides,Dragón,Sacramentos,"Puño que golpea: acompaña, ira retórica",Varias advocaciones Virgen y niño,Varias advocaciones Virgen y niño,Varias advocaciones Virgen y niño,Varias advocaciones Virgen y niño,Varias advocaciones Virgen y niño,Quito,Quito,,,Iglesia de la Natividad (Tochtepec),,,,,,,,,,Varias advocaciones Virgen y niño
117,"Jesús, Presentación en el Templo",Benito Muñoz,Edificación / iglesia ,,Golpe sobre libro: excitar auditorio,Devociones virgenes arborícolas,Devociones virgenes arborícolas,Devociones virgenes arborícolas,Devociones virgenes arborícolas,Devociones virgenes arborícolas,Trujillo,Trujillo,,,Catedral santa Ana (Caracas),,"VILLASÍN ENDARA, Carlos y Alexandra Kennedy Troya. La gracia barroca. Quito: Banco Central del Ecuador, Dirección cultural, 2000.",,,,,,,,Devociones virgenes arborícolas
118,"Camilo de Lelis, san",Benjamin Greenleaf,Elefante,,Mano estómago: aseverar de sí,Varias advocaciones Maria,Varias advocaciones Maria,Varias advocaciones Maria,Varias advocaciones Maria,Varias advocaciones Maria,Lima,Lima,,,Igreja Nossa senhora del Rosario (Tiradentes),,Guía artística. Quito.,,,,,,,,Varias advocaciones Maria
119,"Candelaria, Virgen de la",Benjamin Thompson,Escalera ,,"Mano en la frente: dolor, vergüenza",Pastora,Pastora,Pastora,Pastora,Pastora,Cuzco,Cuzco,,,Iglesia conventual Nuestra Señora del Carmen (Puebla),,"Hechizo de Oaxaca. Monterrey: Museo de Arte Contemporáneo, 1992.",,,,,,,,Pastora
120,"Carlos Borromeo, san",Benjamin Trott,,Sol y luna,Mano atrás o juntas: rechazo,"Cirilo de Constantinopla, san","Cirilo de Constantinopla, san","Cirilo de Constantinopla, san","Cirilo de Constantinopla, san","Cirilo de Constantinopla, san",Chosica,Chosica,,,"Museo José Luis Bello y González (Puebla, México)",,,,,,,,,,"Cirilo de Constantinopla, san"
121,Retrato intelectual eclesiástico,Benjamin West,,Sueño,,Peregrina,Peregrina,Peregrina,Peregrina,Peregrina,Ayacucho,Ayacucho,,,Basílica de Nuestra señora de Ocotlán (Tlaxcala),,,,,,,,,,Peregrina
